param J = 52;
param T = 168;


set res := labor machine;
set store := s1 s2 s3 s4;
set warehouse := w1 w2;
set factory := f1 f2 f3 f4;
set production := A B;
set renewables := WT PV;




param M := A 3 B 4;
param E:= A 0.9 B 1.2;
param a := WT 1.5e6 PV 1.9e6;
param B := WT 12 PV 4;
param C := WT 0 PV 10;

         
param taog:= WT 1 PV 1;
param sita:= WT 0.0802 PV 0.0802;
param qv:= 1.19e-7;
param N1: s1 s2 s3 s4=
w1 0.006 0.006 0.006 0.006
w2 0.006 0.006 0.006 0.006;
param N: w1 w2=
f1   0.006 0.006
f2   0.006 0.006
f3   0.006 0.006
f4   0.006 0.006;
param T1:= s1 1 s2 1 s3 1 s4 1;
param tw := w1 1 w2 1;
param Ln := w1 7 w2 7;
param Ls := s1 4 s2 4 s3 4 s4 4;
param wv := 5000;

param ¦Ñb := 
1	70
2	70
3	70
4	70
5	70
6	70
7	70
8	70
9	70
10	140
11	140
12	140
13	140
14	140
15	140
16	140
17	140
18	140
19	140
20	140
21	140
22	70
23	70
24	70
25	70
26	70
27	70
28	70
29	70
30	70
31	70
32	70
33	70
34	140
35	140
36	140
37	140
38	140
39	140
40	140
41	140
42	140
43	140
44	140
45	140
46	70
47	70
48	70
49	70
50	70
51	70
52	70
53	70
54	70
55	70
56	70
57	70
58	140
59	140
60	140
61	140
62	140
63	140
64	140
65	140
66	140
67	140
68	140
69	140
70	70
71	70
72	70
73	70
74	70
75	70
76	70
77	70
78	70
79	70
80	70
81	70
82	140
83	140
84	140
85	140
86	140
87	140
88	140
89	140
90	140
91	140
92	140
93	140
94	70
95	70
96	70
97	70
98	70
99	70
100	70
101	70
102	70
103	70
104	70
105	70
106	140
107	140
108	140
109	140
110	140
111	140
112	140
113	140
114	140
115	140
116	140
117	140
118	70
119	70
120	70
121	70
122	70
123	70
124	70
125	70
126	70
127	70
128	70
129	70
130	140
131	140
132	140
133	140
134	140
135	140
136	140
137	140
138	140
139	140
140	140
141	140
142	70
143	70
144	70
145	70
146	70
147	70
148	70
149	70
150	70
151	70
152	70
153	70
